date,team,elo
2005-10-01,Mexico,1775.6
2005-11-01,Mexico,1776.5
2005-12-01,Mexico,1772.8
2006-01-01,Mexico,1783.7
2006-02-01,Mexico,1777.2
2006-03-01,Mexico,1786.2
2006-04-01,Mexico,1767.0
2006-05-01,Mexico,1779.1
2006-06-01,Mexico,1773.4
2006-07-01,Mexico,1770.2
2006-08-01,Mexico,1767.5
2006-09-01,Mexico,1771.2
2006-10-01,Mexico,1781.0
2006-11-01,Mexico,1781.7
2006-12-01,Mexico,1784.5
2007-01-01,Mexico,1778.4
2007-02-01,Mexico,1790.1
2007-03-01,Mexico,1781.4
2007-04-01,Mexico,1787.3
2007-05-01,Mexico,1782.8
2007-06-01,Mexico,1776.1
2007-07-01,Mexico,1770.7
2007-08-01,Mexico,1772.4
2007-09-01,Mexico,1774.2
2007-10-01,Mexico,1778.0
2007-11-01,Mexico,1787.1
2007-12-01,Mexico,1789.9
2008-01-01,Mexico,1794.3
2008-02-01,Mexico,1760.7
2008-03-01,Mexico,1782.1
2008-04-01,Mexico,1783.7
2008-05-01,Mexico,1782.4
2008-06-01,Mexico,1772.0
2008-07-01,Mexico,1794.0
2008-08-01,Mexico,1800.3
2008-09-01,Mexico,1783.0
2008-10-01,Mexico,1803.5
2008-11-01,Mexico,1767.2
2008-12-01,Mexico,1776.9
2009-01-01,Mexico,1787.5
2009-02-01,Mexico,1794.8
2009-03-01,Mexico,1790.3
2009-04-01,Mexico,1780.9
2009-05-01,Mexico,1795.5
2009-06-01,Mexico,1794.3
2009-07-01,Mexico,1785.3
2009-08-01,Mexico,1786.6
2009-09-01,Mexico,1780.6
2009-10-01,Mexico,1793.9
2009-11-01,Mexico,1780.1
2009-12-01,Mexico,1779.2
2010-01-01,Mexico,1806.5
2010-02-01,Mexico,1794.2
2010-03-01,Mexico,1787.7
2010-04-01,Mexico,1778.1
2010-05-01,Mexico,1794.4
2010-06-01,Mexico,1793.6
2010-07-01,Mexico,1802.3
2010-08-01,Mexico,1774.6
2010-09-01,Mexico,1787.4
2010-10-01,Mexico,1797.9
2010-11-01,Mexico,1792.1
2010-12-01,Mexico,1799.2
2011-01-01,Mexico,1799.5
2011-02-01,Mexico,1799.0
2011-03-01,Mexico,1802.2
2011-04-01,Mexico,1787.5
2011-05-01,Mexico,1800.0
2011-06-01,Mexico,1800.4
2011-07-01,Mexico,1814.1
2011-08-01,Mexico,1780.6
2011-09-01,Mexico,1794.1
2011-10-01,Mexico,1801.6
2011-11-01,Mexico,1804.4
2011-12-01,Mexico,1795.6
2012-01-01,Mexico,1798.5
2012-02-01,Mexico,1799.3
2012-03-01,Mexico,1812.5
2012-04-01,Mexico,1800.8
2012-05-01,Mexico,1795.4
2012-06-01,Mexico,1796.3
2012-07-01,Mexico,1795.2
2012-08-01,Mexico,1807.8
2012-09-01,Mexico,1809.9
2012-10-01,Mexico,1787.6
2012-11-01,Mexico,1797.1
2012-12-01,Mexico,1805.7
2013-01-01,Mexico,1807.1
2013-02-01,Mexico,1802.6
2013-03-01,Mexico,1811.7
2013-04-01,Mexico,1816.2
2013-05-01,Mexico,1799.3
2013-06-01,Mexico,1792.3
2013-07-01,Mexico,1804.3
2013-08-01,Mexico,1796.3
2013-09-01,Mexico,1810.7
2013-10-01,Mexico,1796.7
2013-11-01,Mexico,1820.7
2013-12-01,Mexico,1795.8
2014-01-01,Mexico,1807.9
2014-02-01,Mexico,1810.5
2014-03-01,Mexico,1803.6
2014-04-01,Mexico,1807.4
2014-05-01,Mexico,1810.4
2014-06-01,Mexico,1824.3
2014-07-01,Mexico,1811.7
2014-08-01,Mexico,1809.4
2014-09-01,Mexico,1818.9
2014-10-01,Mexico,1814.3
2014-11-01,Mexico,1818.8
2014-12-01,Mexico,1802.1
2015-01-01,Mexico,1801.2
2015-02-01,Mexico,1826.5
2015-03-01,Mexico,1816.7
2015-04-01,Mexico,1808.4
2015-05-01,Mexico,1804.0
2015-06-01,Mexico,1809.4
2015-07-01,Mexico,1827.8
2015-08-01,Mexico,1802.9
2015-09-01,Mexico,1827.5
2015-10-01,Mexico,1808.0
2015-11-01,Mexico,1812.6
2015-12-01,Mexico,1812.9
2016-01-01,Mexico,1817.7
2016-02-01,Mexico,1804.5
2016-03-01,Mexico,1836.5
2016-04-01,Mexico,1822.4
2016-05-01,Mexico,1823.2
2016-06-01,Mexico,1817.4
2016-07-01,Mexico,1818.7
2016-08-01,Mexico,1820.3
2016-09-01,Mexico,1819.4
2016-10-01,Mexico,1809.5
2016-11-01,Mexico,1811.4
2016-12-01,Mexico,1824.4
2017-01-01,Mexico,1831.7
2017-02-01,Mexico,1814.1
2017-03-01,Mexico,1818.6
2017-04-01,Mexico,1818.3
2017-05-01,Mexico,1827.5
2017-06-01,Mexico,1819.4
2017-07-01,Mexico,1817.8
2017-08-01,Mexico,1814.1
2017-09-01,Mexico,1828.0
2017-10-01,Mexico,1819.9
2017-11-01,Mexico,1817.9
2017-12-01,Mexico,1819.8
2018-01-01,Mexico,1837.2
2018-02-01,Mexico,1826.6
2018-03-01,Mexico,1836.4
2018-04-01,Mexico,1816.7
2018-05-01,Mexico,1825.5
2018-06-01,Mexico,1823.5
2018-07-01,Mexico,1845.7
2018-08-01,Mexico,1824.5
2018-09-01,Mexico,1817.5
2018-10-01,Mexico,1827.2
2018-11-01,Mexico,1828.8
2018-12-01,Mexico,1836.8
2019-01-01,Mexico,1825.1
2019-02-01,Mexico,1838.9
2019-03-01,Mexico,1829.6
2019-04-01,Mexico,1832.4
2019-05-01,Mexico,1833.8
2019-06-01,Mexico,1827.8
2019-07-01,Mexico,1816.9
2019-08-01,Mexico,1830.1
2019-09-01,Mexico,1824.4
2019-10-01,Mexico,1819.2
2019-11-01,Mexico,1829.8
2019-12-01,Mexico,1820.8
2020-01-01,Mexico,1833.6
2020-02-01,Mexico,1832.6
2020-03-01,Mexico,1830.8
2020-04-01,Mexico,1824.6
2020-05-01,Mexico,1821.0
2020-06-01,Mexico,1833.7
2020-07-01,Mexico,1842.1
2020-08-01,Mexico,1838.4
2020-09-01,Mexico,1822.0
2020-10-01,Mexico,1829.0
2020-11-01,Mexico,1830.0
2020-12-01,Mexico,1822.1
2021-01-01,Mexico,1831.3
2021-02-01,Mexico,1828.3
2021-03-01,Mexico,1848.5
2021-04-01,Mexico,1837.5
2021-05-01,Mexico,1847.7
2021-06-01,Mexico,1838.1
2021-07-01,Mexico,1847.4
2021-08-01,Mexico,1824.8
2021-09-01,Mexico,1846.1
2021-10-01,Mexico,1835.1
2021-11-01,Mexico,1834.9
2021-12-01,Mexico,1844.1
2022-01-01,Mexico,1839.2
2022-02-01,Mexico,1843.7
2022-03-01,Mexico,1832.5
2022-04-01,Mexico,1855.1
2022-05-01,Mexico,1833.3
2022-06-01,Mexico,1831.2
2022-07-01,Mexico,1832.7
2022-08-01,Mexico,1829.8
2022-09-01,Mexico,1825.2
2022-10-01,Mexico,1840.4
2022-11-01,Mexico,1830.0
2022-12-01,Mexico,1834.1
2023-01-01,Mexico,1826.6
2023-02-01,Mexico,1856.1
2023-03-01,Mexico,1847.6
2023-04-01,Mexico,1826.8
2023-05-01,Mexico,1842.1
2023-06-01,Mexico,1841.9
2023-07-01,Mexico,1842.2
2023-08-01,Mexico,1846.4
2023-09-01,Mexico,1831.4
2023-10-01,Mexico,1835.6
2023-11-01,Mexico,1839.3
2023-12-01,Mexico,1847.6
2024-01-01,Mexico,1844.4
2024-02-01,Mexico,1849.0
2024-03-01,Mexico,1837.3
2024-04-01,Mexico,1841.4
2024-05-01,Mexico,1853.0
2024-06-01,Mexico,1851.6
2024-07-01,Mexico,1849.7
2024-08-01,Mexico,1853.6
2024-09-01,Mexico,1852.0
2024-10-01,Mexico,1843.2
2024-11-01,Mexico,1851.8
2024-12-01,Mexico,1848.3
2025-01-01,Mexico,1849.1
2025-02-01,Mexico,1848.1
2025-03-01,Mexico,1859.6
2025-04-01,Mexico,1857.1
2025-05-01,Mexico,1847.4
2025-06-01,Mexico,1845.7
2025-07-01,Mexico,1846.9
2025-08-01,Mexico,1857.2
2025-09-01,Mexico,1843.3
2025-10-01,Mexico,1850.3
2025-11-01,Mexico,1856.3
2025-12-01,Mexico,1854.6
2026-01-01,Mexico,1858.7
2026-02-01,Mexico,1843.0
2026-03-01,Mexico,1858.2
2026-04-01,Mexico,1849.0
2026-05-01,Mexico,1851.4
2000-01-01,United States,1727.5
2000-02-01,United States,1747.9
2000-03-01,United States,1744.5
2000-04-01,United States,1734.7
2000-05-01,United States,1743.2
2000-06-01,United States,1746.3
2000-07-01,United States,1750.1
2000-08-01,United States,1744.4
2000-09-01,United States,1736.3
2000-10-01,United States,1731.5
2000-11-01,United States,1757.3
2000-12-01,United States,1737.3
2001-01-01,United States,1743.7
2001-02-01,United States,1747.2
2001-03-01,United States,1751.0
2001-04-01,United States,1742.6
2001-05-01,United States,1751.7
2001-06-01,United States,1764.5
2001-07-01,United States,1741.9
2001-08-01,United States,1748.7
2001-09-01,United States,1736.8
2001-10-01,United States,1741.2
2001-11-01,United States,1738.0
2001-12-01,United States,1735.9
2002-01-01,United States,1739.8
2002-02-01,United States,1759.0
2002-03-01,United States,1761.8
2002-04-01,United States,1758.4
2002-05-01,United States,1747.1
2002-06-01,United States,1754.8
2002-07-01,United States,1737.1
2002-08-01,United States,1726.3
2002-09-01,United States,1745.4
2002-10-01,United States,1749.6
2002-11-01,United States,1745.8
2002-12-01,United States,1749.7
2003-01-01,United States,1752.4
2003-02-01,United States,1748.1
2003-03-01,United States,1748.3
2003-04-01,United States,1754.8
2003-05-01,United States,1766.2
2003-06-01,United States,1748.7
2003-07-01,United States,1762.3
2003-08-01,United States,1746.5
2003-09-01,United States,1746.1
2003-10-01,United States,1758.9
2003-11-01,United States,1764.6
2003-12-01,United States,1743.9
2004-01-01,United States,1740.4
2004-02-01,United States,1752.6
2004-03-01,United States,1765.9
2004-04-01,United States,1758.7
2004-05-01,United States,1742.1
2004-06-01,United States,1750.7
2004-07-01,United States,1757.7
2004-08-01,United States,1764.6
2004-09-01,United States,1753.3
2004-10-01,United States,1760.8
2004-11-01,United States,1761.5
2004-12-01,United States,1756.6
2005-01-01,United States,1757.6
2005-02-01,United States,1765.0
2005-03-01,United States,1756.1
2005-04-01,United States,1754.7
2005-05-01,United States,1747.7
2005-06-01,United States,1739.9
2005-07-01,United States,1748.4
2005-08-01,United States,1759.0
2005-09-01,United States,1769.6
2005-10-01,United States,1762.6
2005-11-01,United States,1769.5
2005-12-01,United States,1757.7
2006-01-01,United States,1765.7
2006-02-01,United States,1759.1
2006-03-01,United States,1746.0
2006-04-01,United States,1753.2
2006-05-01,United States,1758.3
2006-06-01,United States,1765.3
2006-07-01,United States,1751.4
2006-08-01,United States,1765.9
2006-09-01,United States,1766.3
2006-10-01,United States,1751.2
2006-11-01,United States,1768.5
2006-12-01,United States,1761.5
2007-01-01,United States,1755.5
2007-02-01,United States,1766.7
2007-03-01,United States,1757.4
2007-04-01,United States,1776.0
2007-05-01,United States,1752.3
2007-06-01,United States,1774.5
2007-07-01,United States,1779.9
2007-08-01,United States,1778.2
2007-09-01,United States,1776.6
2007-10-01,United States,1763.3
2007-11-01,United States,1766.6
2007-12-01,United States,1768.1
2008-01-01,United States,1760.7
2008-02-01,United States,1776.9
2008-03-01,United States,1775.9
2008-04-01,United States,1773.5
2008-05-01,United States,1758.0
2008-06-01,United States,1776.8
2008-07-01,United States,1774.0
2008-08-01,United States,1764.1
2008-09-01,United States,1771.1
2008-10-01,United States,1783.3
2008-11-01,United States,1775.8
2008-12-01,United States,1781.2
2009-01-01,United States,1788.3
2009-02-01,United States,1772.1
2009-03-01,United States,1772.0
2009-04-01,United States,1774.8
2009-05-01,United States,1757.5
2009-06-01,United States,1782.2
2009-07-01,United States,1777.8
2009-08-01,United States,1768.4
2009-09-01,United States,1772.6
2009-10-01,United States,1763.6
2009-11-01,United States,1783.2
2009-12-01,United States,1774.7
2010-01-01,United States,1782.9
2010-02-01,United States,1778.8
2010-03-01,United States,1791.9
2010-04-01,United States,1770.1
2010-05-01,United States,1770.7
2010-06-01,United States,1768.1
2010-07-01,United States,1785.2
2010-08-01,United States,1762.5
2010-09-01,United States,1763.9
2010-10-01,United States,1773.2
2010-11-01,United States,1786.0
2010-12-01,United States,1784.8
2011-01-01,United States,1773.3
2011-02-01,United States,1767.0
2011-03-01,United States,1796.0
2011-04-01,United States,1778.1
2011-05-01,United States,1789.1
2011-06-01,United States,1789.2
2011-07-01,United States,1773.8
2011-08-01,United States,1778.8
2011-09-01,United States,1788.9
2011-10-01,United States,1780.7
2011-11-01,United States,1770.7
2011-12-01,United States,1781.5
2012-01-01,United States,1782.4
2012-02-01,United States,1793.9
2012-03-01,United States,1792.1
2012-04-01,United States,1777.9
2012-05-01,United States,1787.3
2012-06-01,United States,1771.8
2012-07-01,United States,1778.5
2012-08-01,United States,1799.0
2012-09-01,United States,1786.9
2012-10-01,United States,1797.3
2012-11-01,United States,1788.7
2012-12-01,United States,1791.2
2013-01-01,United States,1790.7
2013-02-01,United States,1773.9
2013-03-01,United States,1793.4
2013-04-01,United States,1800.2
2013-05-01,United States,1796.5
2013-06-01,United States,1774.0
2013-07-01,United States,1796.8
2013-08-01,United States,1788.9
2013-09-01,United States,1786.5
2013-10-01,United States,1787.3
2013-11-01,United States,1790.3
2013-12-01,United States,1783.5
2014-01-01,United States,1793.8
2014-02-01,United States,1799.0
2014-03-01,United States,1796.9
2014-04-01,United States,1798.3
2014-05-01,United States,1805.7
2014-06-01,United States,1794.0
2014-07-01,United States,1798.6
2014-08-01,United States,1790.0
2014-09-01,United States,1796.8
2014-10-01,United States,1796.8
2014-11-01,United States,1786.4
2014-12-01,United States,1789.9
2015-01-01,United States,1789.5
2015-02-01,United States,1798.9
2015-03-01,United States,1797.2
2015-04-01,United States,1806.3
2015-05-01,United States,1803.5
2015-06-01,United States,1799.8
2015-07-01,United States,1803.7
2015-08-01,United States,1802.1
2015-09-01,United States,1805.5
2015-10-01,United States,1806.0
2015-11-01,United States,1813.6
2015-12-01,United States,1804.9
2016-01-01,United States,1793.1
2016-02-01,United States,1812.6
2016-03-01,United States,1797.1
2016-04-01,United States,1817.0
2016-05-01,United States,1799.5
2016-06-01,United States,1815.0
2016-07-01,United States,1793.7
2016-08-01,United States,1814.4
2016-09-01,United States,1816.3
2016-10-01,United States,1817.9
2016-11-01,United States,1814.0
2016-12-01,United States,1804.9
2017-01-01,United States,1807.0
2017-02-01,United States,1808.5
2017-03-01,United States,1798.1
2017-04-01,United States,1805.1
2017-05-01,United States,1814.5
2017-06-01,United States,1820.4
2017-07-01,United States,1803.9
2017-08-01,United States,1804.1
2017-09-01,United States,1819.5
2017-10-01,United States,1805.2
2017-11-01,United States,1800.0
2017-12-01,United States,1816.0
2018-01-01,United States,1810.5
2018-02-01,United States,1813.4
2018-03-01,United States,1808.6
2018-04-01,United States,1814.4
2018-05-01,United States,1801.0
2018-06-01,United States,1807.8
2018-07-01,United States,1810.5
2018-08-01,United States,1805.7
2018-09-01,United States,1815.8
2018-10-01,United States,1823.9
2018-11-01,United States,1815.3
2018-12-01,United States,1808.9
2019-01-01,United States,1810.0
2019-02-01,United States,1798.5
2019-03-01,United States,1806.8
2019-04-01,United States,1810.5
2019-05-01,United States,1819.5
2019-06-01,United States,1807.6
2019-07-01,United States,1818.0
2019-08-01,United States,1823.4
2019-09-01,United States,1808.6
2019-10-01,United States,1815.7
2019-11-01,United States,1823.4
2019-12-01,United States,1813.5
2020-01-01,United States,1817.1
2020-02-01,United States,1813.8
2020-03-01,United States,1812.3
2020-04-01,United States,1807.2
2020-05-01,United States,1812.1
2020-06-01,United States,1815.9
2020-07-01,United States,1819.9
2020-08-01,United States,1826.5
2020-09-01,United States,1806.8
2020-10-01,United States,1807.8
2020-11-01,United States,1827.9
2020-12-01,United States,1814.1
2021-01-01,United States,1825.8
2021-02-01,United States,1828.9
2021-03-01,United States,1825.0
2021-04-01,United States,1821.0
2021-05-01,United States,1827.0
2021-06-01,United States,1822.2
2021-07-01,United States,1817.5
2021-08-01,United States,1820.9
2021-09-01,United States,1818.9
2021-10-01,United States,1822.8
2021-11-01,United States,1813.4
2021-12-01,United States,1829.6
2022-01-01,United States,1824.3
2022-02-01,United States,1817.1
2022-03-01,United States,1819.6
2022-04-01,United States,1818.1
2022-05-01,United States,1816.6
2022-06-01,United States,1837.4
2022-07-01,United States,1834.6
2022-08-01,United States,1816.2
2022-09-01,United States,1817.3
2022-10-01,United States,1817.3
2022-11-01,United States,1828.6
2022-12-01,United States,1826.2
2023-01-01,United States,1831.6
2023-02-01,United States,1820.9
2023-03-01,United States,1819.2
2023-04-01,United States,1824.2
2023-05-01,United States,1834.6
2023-06-01,United States,1847.0
2023-07-01,United States,1818.6
2023-08-01,United States,1838.4
2023-09-01,United States,1833.6
2023-10-01,United States,1821.4
2023-11-01,United States,1832.3
2023-12-01,United States,1830.0
2024-01-01,United States,1834.3
2024-02-01,United States,1838.3
2024-03-01,United States,1846.8
2024-04-01,United States,1838.0
2024-05-01,United States,1833.5
2024-06-01,United States,1827.9
2024-07-01,United States,1831.7
2024-08-01,United States,1834.6
2024-09-01,United States,1830.1
2024-10-01,United States,1838.8
2024-11-01,United States,1846.5
2024-12-01,United States,1820.5
2025-01-01,United States,1831.7
2025-02-01,United States,1850.0
2025-03-01,United States,1837.1
2025-04-01,United States,1845.7
2025-05-01,United States,1828.2
2025-06-01,United States,1839.8
2025-07-01,United States,1834.1
2025-08-01,United States,1835.9
2025-09-01,United States,1833.6
2025-10-01,United States,1849.2
2025-11-01,United States,1832.3
2025-12-01,United States,1845.3
2026-01-01,United States,1840.6
2026-02-01,United States,1854.3
2026-03-01,United States,1845.1
2026-04-01,United States,1829.6
2026-05-01,United States,1841.1
2000-01-01,Senegal,1723.7
2000-02-01,Senegal,1730.1
2000-03-01,Senegal,1726.5
2000-04-01,Senegal,1713.0
2000-05-01,Senegal,1722.4
2000-06-01,Senegal,1721.4
2000-07-01,Senegal,1725.0
2000-08-01,Senegal,1727.6
2000-09-01,Senegal,1730.9
2000-10-01,Senegal,1729.6
2000-11-01,Senegal,1705.8
2000-12-01,Senegal,1729.3
2001-01-01,Senegal,1739.8
2001-02-01,Senegal,1730.2
2001-03-01,Senegal,1724.0
2001-04-01,Senegal,1722.0
2001-05-01,Senegal,1736.0
2001-06-01,Senegal,1731.6
2001-07-01,Senegal,1724.4
2001-08-01,Senegal,1730.2
2001-09-01,Senegal,1725.7
2001-10-01,Senegal,1725.4
2001-11-01,Senegal,1729.2
2001-12-01,Senegal,1730.4
2002-01-01,Senegal,1726.8
2002-02-01,Senegal,1729.9
2002-03-01,Senegal,1746.4
2002-04-01,Senegal,1725.4
2002-05-01,Senegal,1734.4
2002-06-01,Senegal,1737.5
2002-07-01,Senegal,1728.0
2002-08-01,Senegal,1728.5
2002-09-01,Senegal,1727.0
2002-10-01,Senegal,1724.7
2002-11-01,Senegal,1744.2
2002-12-01,Senegal,1729.2
2003-01-01,Senegal,1736.5
2003-02-01,Senegal,1729.3
2003-03-01,Senegal,1739.6
2003-04-01,Senegal,1731.9
2003-05-01,Senegal,1742.5
2003-06-01,Senegal,1729.3
2003-07-01,Senegal,1749.4
2003-08-01,Senegal,1731.9
2003-09-01,Senegal,1739.1
2003-10-01,Senegal,1739.3
2003-11-01,Senegal,1743.5
2003-12-01,Senegal,1724.9
2004-01-01,Senegal,1733.0
2004-02-01,Senegal,1737.4
2004-03-01,Senegal,1749.4
2004-04-01,Senegal,1738.8
2004-05-01,Senegal,1753.9
2004-06-01,Senegal,1756.7
2004-07-01,Senegal,1740.1
2004-08-01,Senegal,1757.4
2004-09-01,Senegal,1737.6
2004-10-01,Senegal,1742.3
2004-11-01,Senegal,1743.3
2004-12-01,Senegal,1751.5
2005-01-01,Senegal,1752.9
2005-02-01,Senegal,1743.9
2005-03-01,Senegal,1739.6
2005-04-01,Senegal,1747.4
2005-05-01,Senegal,1749.3
2005-06-01,Senegal,1754.3
2005-07-01,Senegal,1757.4
2005-08-01,Senegal,1742.2
2005-09-01,Senegal,1739.9
2005-10-01,Senegal,1748.1
2005-11-01,Senegal,1734.0
2005-12-01,Senegal,1756.8
2006-01-01,Senegal,1741.6
2006-02-01,Senegal,1749.0
2006-03-01,Senegal,1737.3
2006-04-01,Senegal,1742.4
2006-05-01,Senegal,1753.2
2006-06-01,Senegal,1740.4
2006-07-01,Senegal,1745.0
2006-08-01,Senegal,1761.6
2006-09-01,Senegal,1751.9
2006-10-01,Senegal,1745.1
2006-11-01,Senegal,1737.1
2006-12-01,Senegal,1758.0
2007-01-01,Senegal,1765.5
2007-02-01,Senegal,1734.2
2007-03-01,Senegal,1740.8
2007-04-01,Senegal,1758.8
2007-05-01,Senegal,1746.5
2007-06-01,Senegal,1759.6
2007-07-01,Senegal,1747.5
2007-08-01,Senegal,1762.8
2007-09-01,Senegal,1741.0
2007-10-01,Senegal,1749.8
2007-11-01,Senegal,1749.7
2007-12-01,Senegal,1757.5
2008-01-01,Senegal,1755.8
2008-02-01,Senegal,1753.6
2008-03-01,Senegal,1752.8
2008-04-01,Senegal,1740.3
2008-05-01,Senegal,1752.2
2008-06-01,Senegal,1749.3
2008-07-01,Senegal,1759.7
2008-08-01,Senegal,1750.6
2008-09-01,Senegal,1761.4
2008-10-01,Senegal,1751.9
2008-11-01,Senegal,1754.4
2008-12-01,Senegal,1755.7
2009-01-01,Senegal,1754.4
2009-02-01,Senegal,1760.4
2009-03-01,Senegal,1747.4
2009-04-01,Senegal,1763.3
2009-05-01,Senegal,1760.8
2009-06-01,Senegal,1763.6
2009-07-01,Senegal,1768.9
2009-08-01,Senegal,1775.2
2009-09-01,Senegal,1757.3
2009-10-01,Senegal,1753.6
2009-11-01,Senegal,1756.2
2009-12-01,Senegal,1771.5
2010-01-01,Senegal,1755.6
2010-02-01,Senegal,1783.9
2010-03-01,Senegal,1764.5
2010-04-01,Senegal,1766.3
2010-05-01,Senegal,1775.9
2010-06-01,Senegal,1760.6
2010-07-01,Senegal,1766.7
2010-08-01,Senegal,1773.4
2010-09-01,Senegal,1755.8
2010-10-01,Senegal,1750.4
2010-11-01,Senegal,1765.2
2010-12-01,Senegal,1754.1
2011-01-01,Senegal,1770.7
2011-02-01,Senegal,1765.9
2011-03-01,Senegal,1775.4
2011-04-01,Senegal,1774.7
2011-05-01,Senegal,1754.6
2011-06-01,Senegal,1764.1
2011-07-01,Senegal,1757.9
2011-08-01,Senegal,1770.5
2011-09-01,Senegal,1757.9
2011-10-01,Senegal,1775.7
2011-11-01,Senegal,1754.4
2011-12-01,Senegal,1766.5
2012-01-01,Senegal,1764.9
2012-02-01,Senegal,1767.6
2012-03-01,Senegal,1767.1
2012-04-01,Senegal,1771.3
2012-05-01,Senegal,1762.3
2012-06-01,Senegal,1767.4
2012-07-01,Senegal,1785.0
2012-08-01,Senegal,1771.6
2012-09-01,Senegal,1784.0
2012-10-01,Senegal,1770.5
2012-11-01,Senegal,1767.0
2012-12-01,Senegal,1761.8
2013-01-01,Senegal,1779.0
2013-02-01,Senegal,1787.4
2013-03-01,Senegal,1783.7
2013-04-01,Senegal,1780.3
2013-05-01,Senegal,1785.6
2013-06-01,Senegal,1781.0
2013-07-01,Senegal,1782.7
2013-08-01,Senegal,1781.7
2013-09-01,Senegal,1782.2
2013-10-01,Senegal,1766.7
2013-11-01,Senegal,1770.6
2013-12-01,Senegal,1789.7
2014-01-01,Senegal,1774.1
2014-02-01,Senegal,1770.4
2014-03-01,Senegal,1783.3
2014-04-01,Senegal,1777.5
2014-05-01,Senegal,1791.2
2014-06-01,Senegal,1767.8
2014-07-01,Senegal,1769.4
2014-08-01,Senegal,1794.5
2014-09-01,Senegal,1771.7
2014-10-01,Senegal,1774.2
2014-11-01,Senegal,1776.5
2014-12-01,Senegal,1760.8
2015-01-01,Senegal,1786.8
2015-02-01,Senegal,1771.9
2015-03-01,Senegal,1787.5
2015-04-01,Senegal,1770.5
2015-05-01,Senegal,1788.4
2015-06-01,Senegal,1781.0
2015-07-01,Senegal,1781.4
2015-08-01,Senegal,1787.6
2015-09-01,Senegal,1789.8
2015-10-01,Senegal,1783.4
2015-11-01,Senegal,1782.6
2015-12-01,Senegal,1778.7
2016-01-01,Senegal,1789.7
2016-02-01,Senegal,1797.8
2016-03-01,Senegal,1790.8
2016-04-01,Senegal,1777.5
2016-05-01,Senegal,1786.7
2016-06-01,Senegal,1781.3
2016-07-01,Senegal,1777.7
2016-08-01,Senegal,1784.3
2016-09-01,Senegal,1789.8
2016-10-01,Senegal,1791.8
2016-11-01,Senegal,1790.4
2016-12-01,Senegal,1781.0
2017-01-01,Senegal,1783.1
2017-02-01,Senegal,1780.1
2017-03-01,Senegal,1789.4
2017-04-01,Senegal,1794.9
2017-05-01,Senegal,1794.1
2017-06-01,Senegal,1782.9
2017-07-01,Senegal,1803.5
2017-08-01,Senegal,1792.2
2017-09-01,Senegal,1796.4
2017-10-01,Senegal,1794.7
2017-11-01,Senegal,1779.1
2017-12-01,Senegal,1796.2
2018-01-01,Senegal,1806.0
2018-02-01,Senegal,1786.5
2018-03-01,Senegal,1786.7
2018-04-01,Senegal,1797.6
2018-05-01,Senegal,1794.9
2018-06-01,Senegal,1798.4
2018-07-01,Senegal,1786.0
2018-08-01,Senegal,1799.8
2018-09-01,Senegal,1781.7
2018-10-01,Senegal,1791.6
2018-11-01,Senegal,1796.7
2018-12-01,Senegal,1788.5
2019-01-01,Senegal,1798.6
2019-02-01,Senegal,1806.6
2019-03-01,Senegal,1791.7
2019-04-01,Senegal,1795.1
2019-05-01,Senegal,1779.6
2019-06-01,Senegal,1799.4
2019-07-01,Senegal,1808.5
2019-08-01,Senegal,1789.9
2019-09-01,Senegal,1794.2
2019-10-01,Senegal,1806.3
2019-11-01,Senegal,1809.6
2019-12-01,Senegal,1797.6
2020-01-01,Senegal,1794.6
2020-02-01,Senegal,1798.4
2020-03-01,Senegal,1806.2
2020-04-01,Senegal,1796.6
2020-05-01,Senegal,1798.1
2020-06-01,Senegal,1796.1
2020-07-01,Senegal,1809.4
2020-08-01,Senegal,1803.1
2020-09-01,Senegal,1797.5
2020-10-01,Senegal,1802.7
2020-11-01,Senegal,1805.6
2020-12-01,Senegal,1789.0
2021-01-01,Senegal,1809.2
2021-02-01,Senegal,1816.0
2021-03-01,Senegal,1799.8
2021-04-01,Senegal,1799.9
2021-05-01,Senegal,1814.6
2021-06-01,Senegal,1790.7
2021-07-01,Senegal,1823.9
2021-08-01,Senegal,1797.3
2021-09-01,Senegal,1802.0
2021-10-01,Senegal,1798.2
2021-11-01,Senegal,1796.3
2021-12-01,Senegal,1808.6
2022-01-01,Senegal,1813.6
2022-02-01,Senegal,1804.1
2022-03-01,Senegal,1798.1
2022-04-01,Senegal,1805.8
2022-05-01,Senegal,1813.4
2022-06-01,Senegal,1809.5
2022-07-01,Senegal,1811.7
2022-08-01,Senegal,1806.9
2022-09-01,Senegal,1791.5
2022-10-01,Senegal,1796.7
2022-11-01,Senegal,1818.1
2022-12-01,Senegal,1811.5
2023-01-01,Senegal,1804.9
2023-02-01,Senegal,1812.7
2023-03-01,Senegal,1827.8
2023-04-01,Senegal,1808.7
2023-05-01,Senegal,1813.5
2023-06-01,Senegal,1818.5
2023-07-01,Senegal,1808.4
2023-08-01,Senegal,1834.0
2023-09-01,Senegal,1812.3
2023-10-01,Senegal,1822.8
2023-11-01,Senegal,1819.7
2023-12-01,Senegal,1819.9
2024-01-01,Senegal,1822.7
2024-02-01,Senegal,1804.7
2024-03-01,Senegal,1806.3
2024-04-01,Senegal,1829.8
2024-05-01,Senegal,1809.7
2024-06-01,Senegal,1832.1
2024-07-01,Senegal,1806.2
